Geneid	GeneName	NewName	9_SC1	10_Ssh1	11_SC2	12_Ssh2
ENSG00000015171	ZMYND11	ENSG00000015171_ZMYND11	1957	1041	933	859
ENSG00000015285	WAS	ENSG00000015285_WAS	3	3	4	2
ENSG00000015413	DPEP1	ENSG00000015413_DPEP1	1	2	0	0
ENSG00000015475	BID	ENSG00000015475_BID	929	741	592	864
ENSG00000015479	MATR3	ENSG00000015479_MATR3	47	19	21	12
ENSG00000015520	NPC1L1	ENSG00000015520_NPC1L1	1	0	0	2
ENSG00000015532	XYLT2	ENSG00000015532_XYLT2	1878	1800	1002	1837
ENSG00000015568	RGPD5	ENSG00000015568_RGPD5	9	8	5	6
ENSG00000015592	STMN4	ENSG00000015592_STMN4	0	0	1	0
ENSG00000015676	NUDCD3	ENSG00000015676_NUDCD3	5879	3707	2878	4342
ENSG00000016082	ISL1	ENSG00000016082_ISL1	160	93	145	119
ENSG00000016391	CHDH	ENSG00000016391_CHDH	5	0	1	6
ENSG00000016402	IL20RA	ENSG00000016402_IL20RA	196	124	118	178
ENSG00000016490	CLCA1	ENSG00000016490_CLCA1	2	0	0	1
ENSG00000016602	CLCA4	ENSG00000016602_CLCA4	0	1	0	0
ENSG00000016864	GLT8D1	ENSG00000016864_GLT8D1	1972	1498	1196	1657
ENSG00000017260	ATP2C1	ENSG00000017260_ATP2C1	4090	2389	2171	2837
ENSG00000017427	IGF1	ENSG00000017427_IGF1	0	0	0	0
ENSG00000017483	SLC38A5	ENSG00000017483_SLC38A5	3	4	1	2
ENSG00000017797	RALBP1	ENSG00000017797_RALBP1	3562	2310	1873	2964
ENSG00000018189	RUFY3	ENSG00000018189_RUFY3	903	500	476	533
ENSG00000018236	CNTN1	ENSG00000018236_CNTN1	1737	1004	853	914
ENSG00000018280	SLC11A1	ENSG00000018280_SLC11A1	7	7	1	13
ENSG00000018408	WWTR1	ENSG00000018408_WWTR1	774	359	450	630
ENSG00000018510	AGPS	ENSG00000018510_AGPS	1689	959	899	1042
ENSG00000018607	ZNF806	ENSG00000018607_ZNF806	0	0	0	0
ENSG00000018610	CXorf56	ENSG00000018610_CXorf56	745	472	472	643
ENSG00000018625	ATP1A2	ENSG00000018625_ATP1A2	0	0	0	0
ENSG00000018699	TTC27	ENSG00000018699_TTC27	809	339	494	577
ENSG00000018869	ZNF582	ENSG00000018869_ZNF582	41	23	18	31
ENSG00000019102	VSIG2	ENSG00000019102_VSIG2	0	0	0	0
ENSG00000019144	PHLDB1	ENSG00000019144_PHLDB1	2437	2579	1136	1337
ENSG00000019169	MARCO	ENSG00000019169_MARCO	0	0	1	0
ENSG00000019186	CYP24A1	ENSG00000019186_CYP24A1	17	18	4	21
ENSG00000019485	PRDM11	ENSG00000019485_PRDM11	244	272	135	254
ENSG00000019505	SYT13	ENSG00000019505_SYT13	0	11	1	14
ENSG00000019549	SNAI2	ENSG00000019549_SNAI2	1373	2330	1225	2670
ENSG00000019582	CD74	ENSG00000019582_CD74	0	1	0	1
ENSG00000019991	HGF	ENSG00000019991_HGF	0	0	0	0
ENSG00000019995	ZRANB1	ENSG00000019995_ZRANB1	1533	1152	894	1703
ENSG00000020129	NCDN	ENSG00000020129_NCDN	1335	1194	769	1102
ENSG00000020181	ADGRA2	ENSG00000020181_ADGRA2	15	36	23	57
ENSG00000020219	CCT8L1P	ENSG00000020219_CCT8L1P	0	0	0	0
ENSG00000020256	ZFP64	ENSG00000020256_ZFP64	1893	1887	1392	2641
ENSG00000020426	MNAT1	ENSG00000020426_MNAT1	822	603	593	892
ENSG00000020577	SAMD4A	ENSG00000020577_SAMD4A	388	268	367	550
ENSG00000020633	RUNX3	ENSG00000020633_RUNX3	585	549	614	783
ENSG00000020922	MRE11	ENSG00000020922_MRE11	1529	569	700	721
ENSG00000021300	PLEKHB1	ENSG00000021300_PLEKHB1	43	108	11	40
ENSG00000021355	SERPINB1	ENSG00000021355_SERPINB1	470	933	293	855
ENSG00000021461	CYP3A43	ENSG00000021461_CYP3A43	1	0	0	0
ENSG00000021488	SLC7A9	ENSG00000021488_SLC7A9	8	8	4	7
ENSG00000021574	SPAST	ENSG00000021574_SPAST	670	259	271	328
ENSG00000021645	NRXN3	ENSG00000021645_NRXN3	0	0	0	0
ENSG00000021762	OSBPL5	ENSG00000021762_OSBPL5	154	292	187	199
ENSG00000021776	AQR	ENSG00000021776_AQR	2901	1571	1696	2169
ENSG00000021826	CPS1	ENSG00000021826_CPS1	1751	1298	861	1252
ENSG00000021852	C8B	ENSG00000021852_C8B	0	0	0	0
ENSG00000022267	FHL1	ENSG00000022267_FHL1	992	1199	1652	1854
ENSG00000022277	RTF2	ENSG00000022277_RTF2	2419	1945	1684	2184
ENSG00000022355	GABRA1	ENSG00000022355_GABRA1	0	0	0	0
ENSG00000022556	NLRP2	ENSG00000022556_NLRP2	0	0	0	0
ENSG00000022567	SLC45A4	ENSG00000022567_SLC45A4	232	150	142	212
ENSG00000022840	RNF10	ENSG00000022840_RNF10	4970	5063	3675	6411
ENSG00000022976	ZNF839	ENSG00000022976_ZNF839	770	506	401	454
ENSG00000023041	ZDHHC6	ENSG00000023041_ZDHHC6	1314	720	724	846
ENSG00000023171	GRAMD1B	ENSG00000023171_GRAMD1B	100	112	158	378
ENSG00000023191	RNH1	ENSG00000023191_RNH1	4483	3970	3197	4163
ENSG00000023228	NDUFS1	ENSG00000023228_NDUFS1	4052	2459	2423	3089
ENSG00000023287	RB1CC1	ENSG00000023287_RB1CC1	2487	1707	1298	2495
ENSG00000023318	ERP44	ENSG00000023318_ERP44	1688	1698	1662	2623
ENSG00000023330	ALAS1	ENSG00000023330_ALAS1	2086	1897	1542	2671
ENSG00000023445	BIRC3	ENSG00000023445_BIRC3	20	44	27	183
ENSG00000023516	AKAP11	ENSG00000023516_AKAP11	1100	624	532	775
ENSG00000023572	GLRX2	ENSG00000023572_GLRX2	604	333	340	393
ENSG00000023608	SNAPC1	ENSG00000023608_SNAPC1	415	275	238	415
ENSG00000023697	DERA	ENSG00000023697_DERA	1086	615	557	559
ENSG00000023734	STRAP	ENSG00000023734_STRAP	6808	3982	4371	5734
ENSG00000023839	ABCC2	ENSG00000023839_ABCC2	478	424	144	161
ENSG00000023892	DEF6	ENSG00000023892_DEF6	1651	1391	1057	1490
ENSG00000023902	PLEKHO1	ENSG00000023902_PLEKHO1	138	127	76	161
ENSG00000023909	GCLM	ENSG00000023909_GCLM	788	554	384	478
ENSG00000024048	UBR2	ENSG00000024048_UBR2	2248	1596	1236	1996
ENSG00000024422	EHD2	ENSG00000024422_EHD2	3460	5479	2337	4072
ENSG00000024526	DEPDC1	ENSG00000024526_DEPDC1	3790	497	837	745
ENSG00000024862	CCDC28A	ENSG00000024862_CCDC28A	246	238	163	366
ENSG00000025039	RRAGD	ENSG00000025039_RRAGD	18	79	26	94
ENSG00000025156	HSF2	ENSG00000025156_HSF2	742	424	407	727
ENSG00000025293	PHF20	ENSG00000025293_PHF20	2307	1312	1368	1759
ENSG00000025423	HSD17B6	ENSG00000025423_HSD17B6	71	77	35	100
ENSG00000025434	NR1H3	ENSG00000025434_NR1H3	278	374	190	286
ENSG00000025708	TYMP	ENSG00000025708_TYMP	108	77	79	103
ENSG00000025770	NCAPH2	ENSG00000025770_NCAPH2	2422	951	1600	996
ENSG00000025772	TOMM34	ENSG00000025772_TOMM34	5912	2816	2795	3090
ENSG00000025796	SEC63	ENSG00000025796_SEC63	3546	2822	2992	3754
ENSG00000025800	KPNA6	ENSG00000025800_KPNA6	4321	3254	2499	4431
ENSG00000026025	VIM	ENSG00000026025_VIM	115	53	446	313
ENSG00000026036	RTEL1-TNFRSF6B	ENSG00000026036_RTEL1-TNFRSF6B	78	19	69	7
ENSG00000026103	FAS	ENSG00000026103_FAS	562	267	322	336
ENSG00000026297	RNASET2	ENSG00000026297_RNASET2	225	335	189	306
ENSG00000026508	CD44	ENSG00000026508_CD44	23254	17602	14003	19688
ENSG00000026559	KCNG1	ENSG00000026559_KCNG1	796	981	822	1279
ENSG00000026652	AGPAT4	ENSG00000026652_AGPAT4	358	334	243	256
ENSG00000026751	SLAMF7	ENSG00000026751_SLAMF7	17	11	23	5
ENSG00000026950	BTN3A1	ENSG00000026950_BTN3A1	669	521	475	691
ENSG00000027001	MIPEP	ENSG00000027001_MIPEP	943	685	532	781
ENSG00000027075	PRKCH	ENSG00000027075_PRKCH	254	258	149	448
ENSG00000027644	INSRR	ENSG00000027644_INSRR	0	0	0	0
ENSG00000027697	IFNGR1	ENSG00000027697_IFNGR1	1278	1275	912	1445
ENSG00000027847	B4GALT7	ENSG00000027847_B4GALT7	717	670	485	511
ENSG00000027869	SH2D2A	ENSG00000027869_SH2D2A	25	43	111	110
ENSG00000028116	VRK2	ENSG00000028116_VRK2	870	514	470	746
ENSG00000028137	TNFRSF1B	ENSG00000028137_TNFRSF1B	1	2	7	6
ENSG00000028203	VEZT	ENSG00000028203_VEZT	1562	963	912	988
ENSG00000028277	POU2F2	ENSG00000028277_POU2F2	60	72	95	103
ENSG00000028310	BRD9	ENSG00000028310_BRD9	1636	784	939	470
ENSG00000028528	SNX1	ENSG00000028528_SNX1	2710	2102	1712	2343
ENSG00000028839	TBPL1	ENSG00000028839_TBPL1	744	416	465	514
ENSG00000029153	ARNTL2	ENSG00000029153_ARNTL2	1301	847	774	1260
ENSG00000029363	BCLAF1	ENSG00000029363_BCLAF1	5511	2208	2504	3015
ENSG00000029364	SLC39A9	ENSG00000029364_SLC39A9	2452	1526	1394	2103
ENSG00000029534	ANK1	ENSG00000029534_ANK1	26	72	15	40
ENSG00000029559	IBSP	ENSG00000029559_IBSP	0	0	0	0
ENSG00000029639	TFB1M	ENSG00000029639_TFB1M	295	136	186	158
ENSG00000029725	RABEP1	ENSG00000029725_RABEP1	2560	1338	1267	1641
ENSG00000029993	HMGB3	ENSG00000029993_HMGB3	4534	1844	3603	2631
ENSG00000030066	NUP160	ENSG00000030066_NUP160	3260	1001	1558	1754
ENSG00000030110	BAK1	ENSG00000030110_BAK1	3403	2524	2463	3781
ENSG00000030304	MUSK	ENSG00000030304_MUSK	0	0	0	0
ENSG00000030419	IKZF2	ENSG00000030419_IKZF2	152	83	38	83
ENSG00000030582	GRN	ENSG00000030582_GRN	13375	13338	7190	12670
ENSG00000031003	FAM13B	ENSG00000031003_FAM13B	593	253	224	319
ENSG00000031081	ARHGAP31	ENSG00000031081_ARHGAP31	164	163	332	363
ENSG00000031691	CENPQ	ENSG00000031691_CENPQ	745	296	387	460
ENSG00000031698	SARS	ENSG00000031698_SARS	3874	4139	3296	4402
ENSG00000031823	RANBP3	ENSG00000031823_RANBP3	2715	1969	1740	2132
ENSG00000032219	ARID4A	ENSG00000032219_ARID4A	677	299	309	450
ENSG00000032389	EIPR1	ENSG00000032389_EIPR1	1037	824	727	812
ENSG00000032444	PNPLA6	ENSG00000032444_PNPLA6	1839	3036	1544	2858
ENSG00000032742	IFT88	ENSG00000032742_IFT88	259	178	156	130
ENSG00000033011	ALG1	ENSG00000033011_ALG1	1124	670	638	725
ENSG00000033030	ZCCHC8	ENSG00000033030_ZCCHC8	1046	427	502	462
ENSG00000033050	ABCF2	ENSG00000033050_ABCF2	1600	808	981	919
ENSG00000033100	CHPF2	ENSG00000033100_CHPF2	2277	2727	1399	1421
ENSG00000033122	LRRC7	ENSG00000033122_LRRC7	1	5	1	0
ENSG00000033170	FUT8	ENSG00000033170_FUT8	569	370	286	375
ENSG00000033178	UBA6	ENSG00000033178_UBA6	2770	1608	1695	2423
ENSG00000033327	GAB2	ENSG00000033327_GAB2	32	26	11	44
ENSG00000033627	ATP6V0A1	ENSG00000033627_ATP6V0A1	1466	1512	930	1761
ENSG00000033800	PIAS1	ENSG00000033800_PIAS1	1346	679	612	955
ENSG00000033867	SLC4A7	ENSG00000033867_SLC4A7	1685	1036	951	1651
ENSG00000034053	APBA2	ENSG00000034053_APBA2	699	605	531	464
ENSG00000034152	MAP2K3	ENSG00000034152_MAP2K3	1932	1618	1597	2640
ENSG00000034239	EFCAB1	ENSG00000034239_EFCAB1	0	0	0	0
ENSG00000034510	TMSB10	ENSG00000034510_TMSB10	44570	27012	29868	30611
ENSG00000034533	ASTE1	ENSG00000034533_ASTE1	207	148	100	169
ENSG00000034677	RNF19A	ENSG00000034677_RNF19A	1555	1186	1082	2804
ENSG00000034693	PEX3	ENSG00000034693_PEX3	653	297	308	298
ENSG00000034713	GABARAPL2	ENSG00000034713_GABARAPL2	1601	1415	1078	1619
ENSG00000034971	MYOC	ENSG00000034971_MYOC	0	0	0	0
ENSG00000035115	SH3YL1	ENSG00000035115_SH3YL1	1135	735	532	723
ENSG00000035141	FAM136A	ENSG00000035141_FAM136A	1684	801	1144	1394
ENSG00000035403	VCL	ENSG00000035403_VCL	6472	5136	3402	5687
ENSG00000035499	DEPDC1B	ENSG00000035499_DEPDC1B	1768	165	523	235
ENSG00000035664	DAPK2	ENSG00000035664_DAPK2	26	48	25	36
ENSG00000035681	NSMAF	ENSG00000035681_NSMAF	2500	1447	1446	1907
ENSG00000035687	ADSS	ENSG00000035687_ADSS	2072	1004	866	910
ENSG00000035720	STAP1	ENSG00000035720_STAP1	0	0	0	0
ENSG00000035862	TIMP2	ENSG00000035862_TIMP2	3135	3056	1535	2600
ENSG00000035928	RFC1	ENSG00000035928_RFC1	3775	1566	1976	2303
ENSG00000036054	TBC1D23	ENSG00000036054_TBC1D23	1056	730	552	864
ENSG00000036257	CUL3	ENSG00000036257_CUL3	3513	1934	1993	2495
ENSG00000036448	MYOM2	ENSG00000036448_MYOM2	6	1	1	1
ENSG00000036473	OTC	ENSG00000036473_OTC	0	1	0	1
ENSG00000036530	CYP46A1	ENSG00000036530_CYP46A1	17	14	4	8
ENSG00000036549	AC118549.1	ENSG00000036549_AC118549.1	1979	1067	927	1541
ENSG00000036565	SLC18A1	ENSG00000036565_SLC18A1	0	0	0	0
ENSG00000036672	USP2	ENSG00000036672_USP2	167	152	77	128
ENSG00000036828	CASR	ENSG00000036828_CASR	0	0	0	0
ENSG00000037042	TUBG2	ENSG00000037042_TUBG2	610	735	391	637
ENSG00000037241	RPL26L1	ENSG00000037241_RPL26L1	937	567	537	603
ENSG00000037280	FLT4	ENSG00000037280_FLT4	9	60	40	104
ENSG00000037474	NSUN2	ENSG00000037474_NSUN2	5242	3243	3029	4205
ENSG00000037637	FBXO42	ENSG00000037637_FBXO42	1086	796	669	1076
ENSG00000037749	MFAP3	ENSG00000037749_MFAP3	665	398	345	566
ENSG00000037757	MRI1	ENSG00000037757_MRI1	1211	674	592	556
ENSG00000037897	METTL1	ENSG00000037897_METTL1	443	153	215	132
ENSG00000037965	HOXC8	ENSG00000037965_HOXC8	41	9	18	19
ENSG00000038002	AGA	ENSG00000038002_AGA	347	161	140	148
ENSG00000038210	PI4K2B	ENSG00000038210_PI4K2B	1060	310	417	335
ENSG00000038219	BOD1L1	ENSG00000038219_BOD1L1	2001	1271	1057	1486
ENSG00000038274	MAT2B	ENSG00000038274_MAT2B	2830	1707	1373	1969
ENSG00000038295	TLL1	ENSG00000038295_TLL1	378	206	214	188
ENSG00000038358	EDC4	ENSG00000038358_EDC4	2332	1524	1409	2214
ENSG00000038382	TRIO	ENSG00000038382_TRIO	2497	1538	1383	1721
ENSG00000038427	VCAN	ENSG00000038427_VCAN	740	280	182	283
ENSG00000038532	CLEC16A	ENSG00000038532_CLEC16A	1587	1446	906	1227
ENSG00000038945	MSR1	ENSG00000038945_MSR1	0	0	0	0
ENSG00000039068	CDH1	ENSG00000039068_CDH1	6132	6360	3200	5642
ENSG00000039123	MTREX	ENSG00000039123_MTREX	3435	1750	1987	2581
ENSG00000039139	DNAH5	ENSG00000039139_DNAH5	39	24	20	15
ENSG00000039319	ZFYVE16	ENSG00000039319_ZFYVE16	1063	560	405	627
ENSG00000039523	RIPOR1	ENSG00000039523_RIPOR1	2400	2135	1445	2399
ENSG00000039537	C6	ENSG00000039537_C6	0	0	0	0
ENSG00000039560	RAI14	ENSG00000039560_RAI14	1517	487	886	613
ENSG00000039600	SOX30	ENSG00000039600_SOX30	4	7	10	10
ENSG00000039650	PNKP	ENSG00000039650_PNKP	1231	766	813	600
ENSG00000039987	BEST2	ENSG00000039987_BEST2	0	2	1	5
ENSG00000040199	PHLPP2	ENSG00000040199_PHLPP2	769	384	335	566
ENSG00000040275	SPDL1	ENSG00000040275_SPDL1	2320	375	735	382
ENSG00000040341	STAU2	ENSG00000040341_STAU2	791	601	442	595
ENSG00000040487	PQLC2	ENSG00000040487_PQLC2	830	1028	592	805
ENSG00000040531	CTNS	ENSG00000040531_CTNS	657	368	442	389
ENSG00000040608	RTN4R	ENSG00000040608_RTN4R	301	556	308	408
ENSG00000040633	PHF23	ENSG00000040633_PHF23	2096	1309	987	1351
ENSG00000040731	CDH10	ENSG00000040731_CDH10	8	1	3	1
ENSG00000040933	INPP4A	ENSG00000040933_INPP4A	758	729	477	934
ENSG00000041353	RAB27B	ENSG00000041353_RAB27B	872	663	358	704
ENSG00000041357	PSMA4	ENSG00000041357_PSMA4	5624	3249	3250	4522
ENSG00000041515	MYO16	ENSG00000041515_MYO16	2	1	1	2
ENSG00000041802	LSG1	ENSG00000041802_LSG1	2280	1151	1352	1546
ENSG00000041880	PARP3	ENSG00000041880_PARP3	846	943	536	684
ENSG00000041982	TNC	ENSG00000041982_TNC	3617	1833	991	1005
ENSG00000041988	THAP3	ENSG00000041988_THAP3	695	562	525	791
ENSG00000042062	RIPOR3	ENSG00000042062_RIPOR3	3	2	4	10
ENSG00000042088	TDP1	ENSG00000042088_TDP1	2025	666	893	1224
ENSG00000042286	AIFM2	ENSG00000042286_AIFM2	37	76	58	93
ENSG00000042304	C2orf83	ENSG00000042304_C2orf83	0	0	0	0
ENSG00000042317	AL049834.1	ENSG00000042317_AL049834.1	128	120	93	160
ENSG00000042429	MED17	ENSG00000042429_MED17	176	120	86	94
ENSG00000042445	RETSAT	ENSG00000042445_RETSAT	1988	1756	1528	2104
ENSG00000042493	CAPG	ENSG00000042493_CAPG	4416	5995	2890	5250
ENSG00000042753	AP2S1	ENSG00000042753_AP2S1	4672	2966	2786	3575
ENSG00000042781	USH2A	ENSG00000042781_USH2A	0	0	0	0
ENSG00000042813	ZPBP	ENSG00000042813_ZPBP	0	0	0	0
ENSG00000042832	TG	ENSG00000042832_TG	5	8	1	6
ENSG00000042980	ADAM28	ENSG00000042980_ADAM28	2	1	0	0
ENSG00000043039	BARX2	ENSG00000043039_BARX2	17	17	12	17
ENSG00000043093	DCUN1D1	ENSG00000043093_DCUN1D1	1291	855	645	1068
ENSG00000043143	JADE2	ENSG00000043143_JADE2	2827	1342	1338	2098
ENSG00000043355	ZIC2	ENSG00000043355_ZIC2	347	172	245	338
ENSG00000043462	LCP2	ENSG00000043462_LCP2	0	0	0	0
ENSG00000043514	TRIT1	ENSG00000043514_TRIT1	1239	839	825	977
ENSG00000043591	ADRB1	ENSG00000043591_ADRB1	20	49	20	62
ENSG00000044012	GUCA2B	ENSG00000044012_GUCA2B	0	0	0	0
ENSG00000044090	CUL7	ENSG00000044090_CUL7	1354	1844	918	2136
ENSG00000044115	CTNNA1	ENSG00000044115_CTNNA1	13117	9482	8606	11781
ENSG00000044446	PHKA2	ENSG00000044446_PHKA2	1224	936	667	891
ENSG00000044459	CNTLN	ENSG00000044459_CNTLN	285	116	145	151
ENSG00000044524	EPHA3	ENSG00000044524_EPHA3	0	0	1	0
ENSG00000044574	HSPA5	ENSG00000044574_HSPA5	23210	33331	129403	91948
ENSG00000046604	DSG2	ENSG00000046604_DSG2	8253	3734	4220	3838
ENSG00000046647	GEMIN8	ENSG00000046647_GEMIN8	399	297	220	199
ENSG00000046651	OFD1	ENSG00000046651_OFD1	1136	861	677	707
ENSG00000046653	GPM6B	ENSG00000046653_GPM6B	10	5	8	6
ENSG00000046774	MAGEC2	ENSG00000046774_MAGEC2	0	0	0	0
ENSG00000046889	PREX2	ENSG00000046889_PREX2	0	0	0	0
ENSG00000047056	WDR37	ENSG00000047056_WDR37	898	653	467	722
ENSG00000047188	YTHDC2	ENSG00000047188_YTHDC2	1489	962	771	1008
ENSG00000047230	CTPS2	ENSG00000047230_CTPS2	1201	845	737	1050
ENSG00000047249	ATP6V1H	ENSG00000047249_ATP6V1H	2151	1736	1424	2226
ENSG00000047315	POLR2B	ENSG00000047315_POLR2B	6149	3732	3497	4987
ENSG00000047346	FAM214A	ENSG00000047346_FAM214A	336	314	182	304
ENSG00000047365	ARAP2	ENSG00000047365_ARAP2	859	661	306	722
ENSG00000047410	TPR	ENSG00000047410_TPR	7226	2853	3599	3842
ENSG00000047457	CP	ENSG00000047457_CP	0	0	2	0
ENSG00000047578	KIAA0556	ENSG00000047578_KIAA0556	607	570	424	546
ENSG00000047579	DTNBP1	ENSG00000047579_DTNBP1	557	462	330	515
ENSG00000047597	XK	ENSG00000047597_XK	31	12	19	40
ENSG00000047617	ANO2	ENSG00000047617_ANO2	0	0	0	0
ENSG00000047621	C12orf4	ENSG00000047621_C12orf4	402	214	227	247
ENSG00000047634	SCML1	ENSG00000047634_SCML1	474	252	341	368
ENSG00000047644	WWC3	ENSG00000047644_WWC3	1740	1044	1028	965
ENSG00000047648	ARHGAP6	ENSG00000047648_ARHGAP6	0	0	0	0
ENSG00000047662	FAM184B	ENSG00000047662_FAM184B	1	2	0	3
ENSG00000047849	MAP4	ENSG00000047849_MAP4	10630	8075	5512	8618
ENSG00000047932	GOPC	ENSG00000047932_GOPC	1642	885	702	958
ENSG00000047936	ROS1	ENSG00000047936_ROS1	6	3	0	5
ENSG00000048028	USP28	ENSG00000048028_USP28	1571	904	799	1194
ENSG00000048052	HDAC9	ENSG00000048052_HDAC9	74	77	42	83
ENSG00000048140	TSPAN17	ENSG00000048140_TSPAN17	2502	2440	1455	2742
ENSG00000048162	NOP16	ENSG00000048162_NOP16	2021	751	1185	1216
ENSG00000048342	CC2D2A	ENSG00000048342_CC2D2A	606	356	351	443
ENSG00000048392	RRM2B	ENSG00000048392_RRM2B	1173	1037	735	1564
ENSG00000048405	ZNF800	ENSG00000048405_ZNF800	604	390	303	486
ENSG00000048462	TNFRSF17	ENSG00000048462_TNFRSF17	0	0	0	0
ENSG00000048471	SNX29	ENSG00000048471_SNX29	428	254	216	374
ENSG00000048540	LMO3	ENSG00000048540_LMO3	4	2	0	2
ENSG00000048544	MRPS10	ENSG00000048544_MRPS10	2796	1768	1415	1799
ENSG00000048545	GUCA1A	ENSG00000048545_GUCA1A	0	0	0	0
ENSG00000048649	RSF1	ENSG00000048649_RSF1	1887	1072	985	1392
ENSG00000048707	VPS13D	ENSG00000048707_VPS13D	1478	1521	805	1751
ENSG00000048740	CELF2	ENSG00000048740_CELF2	1	0	0	0
ENSG00000048828	FAM120A	ENSG00000048828_FAM120A	7561	4315	4465	6272
ENSG00000048991	R3HDM1	ENSG00000048991_R3HDM1	2685	1119	1401	1602
ENSG00000049089	COL9A2	ENSG00000049089_COL9A2	1091	848	611	604
ENSG00000049130	KITLG	ENSG00000049130_KITLG	30	19	14	11
ENSG00000049167	ERCC8	ENSG00000049167_ERCC8	302	262	172	348
ENSG00000049192	ADAMTS6	ENSG00000049192_ADAMTS6	50	26	88	62
ENSG00000049239	H6PD	ENSG00000049239_H6PD	490	601	312	380
ENSG00000049245	VAMP3	ENSG00000049245_VAMP3	3109	2688	1942	3106
ENSG00000049246	PER3	ENSG00000049246_PER3	166	244	65	202
ENSG00000049247	UTS2	ENSG00000049247_UTS2	0	0	0	0
ENSG00000049249	TNFRSF9	ENSG00000049249_TNFRSF9	4	8	3	3
ENSG00000049283	EPN3	ENSG00000049283_EPN3	1508	925	675	748
ENSG00000049323	LTBP1	ENSG00000049323_LTBP1	266	452	168	384
ENSG00000049449	RCN1	ENSG00000049449_RCN1	1259	1153	944	1350
ENSG00000049540	ELN	ENSG00000049540_ELN	3	41	11	69
ENSG00000049541	RFC2	ENSG00000049541_RFC2	3987	1463	2104	1920
ENSG00000049618	ARID1B	ENSG00000049618_ARID1B	2436	1373	1123	1485
ENSG00000049656	CLPTM1L	ENSG00000049656_CLPTM1L	4046	2631	3183	2409
ENSG00000049759	NEDD4L	ENSG00000049759_NEDD4L	1903	1018	1276	1649
ENSG00000049768	FOXP3	ENSG00000049768_FOXP3	2	1	2	0
ENSG00000049769	PPP1R3F	ENSG00000049769_PPP1R3F	131	183	88	158
ENSG00000049860	HEXB	ENSG00000049860_HEXB	4189	2594	2503	3639
ENSG00000049883	PTCD2	ENSG00000049883_PTCD2	581	305	257	208
ENSG00000050030	NEXMIF	ENSG00000050030_NEXMIF	0	0	0	0
ENSG00000050130	JKAMP	ENSG00000050130_JKAMP	1546	923	907	1067
ENSG00000050165	DKK3	ENSG00000050165_DKK3	1983	3089	1373	2656
ENSG00000050327	ARHGEF5	ENSG00000050327_ARHGEF5	895	862	593	1008
ENSG00000050344	NFE2L3	ENSG00000050344_NFE2L3	737	315	372	451
ENSG00000050393	MCUR1	ENSG00000050393_MCUR1	1927	1308	1310	1742
ENSG00000050405	LIMA1	ENSG00000050405_LIMA1	4690	5180	4420	6150
ENSG00000050426	LETMD1	ENSG00000050426_LETMD1	1203	725	589	784
ENSG00000050438	SLC4A8	ENSG00000050438_SLC4A8	51	31	31	55
ENSG00000050555	LAMC3	ENSG00000050555_LAMC3	5	15	11	30
ENSG00000050628	PTGER3	ENSG00000050628_PTGER3	1	0	0	1
ENSG00000050730	TNIP3	ENSG00000050730_TNIP3	0	0	0	0
ENSG00000050748	MAPK9	ENSG00000050748_MAPK9	3350	2209	2102	2836
ENSG00000050767	COL23A1	ENSG00000050767_COL23A1	1	2	3	4
ENSG00000050820	BCAR1	ENSG00000050820_BCAR1	1946	2393	1843	1863
ENSG00000051009	FAM160A2	ENSG00000051009_FAM160A2	849	621	528	662
ENSG00000051108	HERPUD1	ENSG00000051108_HERPUD1	1837	2574	11011	5169
ENSG00000051128	HOMER3	ENSG00000051128_HOMER3	1330	1364	786	1022
ENSG00000051180	RAD51	ENSG00000051180_RAD51	898	360	370	420
ENSG00000051341	POLQ	ENSG00000051341_POLQ	1225	271	383	462
ENSG00000051382	PIK3CB	ENSG00000051382_PIK3CB	2365	1293	1107	1830
ENSG00000051523	CYBA	ENSG00000051523_CYBA	2043	2170	846	985
ENSG00000051596	THOC3	ENSG00000051596_THOC3	2017	952	841	854
ENSG00000051620	HEBP2	ENSG00000051620_HEBP2	1273	1456	994	1389
ENSG00000051825	MPHOSPH9	ENSG00000051825_MPHOSPH9	879	267	323	396
ENSG00000052126	PLEKHA5	ENSG00000052126_PLEKHA5	1725	778	790	930
ENSG00000052344	PRSS8	ENSG00000052344_PRSS8	1886	2852	1310	3469
ENSG00000052723	SIKE1	ENSG00000052723_SIKE1	1537	1061	871	1405
ENSG00000052749	RRP12	ENSG00000052749_RRP12	1714	829	1171	1166
ENSG00000052795	FNIP2	ENSG00000052795_FNIP2	471	163	149	186
ENSG00000052802	MSMO1	ENSG00000052802_MSMO1	4025	7738	4327	9698
ENSG00000052841	TTC17	ENSG00000052841_TTC17	1910	1598	994	1983
ENSG00000052850	ALX4	ENSG00000052850_ALX4	0	3	0	0
ENSG00000053108	FSTL4	ENSG00000053108_FSTL4	1	2	0	2
ENSG00000053254	FOXN3	ENSG00000053254_FOXN3	923	524	359	430
ENSG00000053328	METTL24	ENSG00000053328_METTL24	0	0	0	0
ENSG00000053371	AKR7A2	ENSG00000053371_AKR7A2	1643	1376	935	1688
ENSG00000053372	MRTO4	ENSG00000053372_MRTO4	3439	1115	1803	1499
ENSG00000053438	NNAT	ENSG00000053438_NNAT	0	0	0	0
ENSG00000053501	USE1	ENSG00000053501_USE1	318	187	269	223
